Text,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Pct_1,Pct_2,Pct_3,Pct_4,Pct_5
 the new one just seems a bit unstable unhappy ,22,5,27,25,62,0.10267273,0.073026866,0.060291484,0.057632945,0.049949415
mane has been amazing unhappy ,22,1,5,35,37,0.124770306,0.108270295,0.10710374,0.05523457,0.04787944
dang guess my plans are ruined unhappy  ,22,5,1,27,35,0.07898133,0.06094177,0.059821904,0.057840265,0.057206742
damn that's unfortunate for them unhappy ,22,5,27,25,12,0.10243381,0.08707391,0.08639442,0.06509435,0.061252877
I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,22,5,27,25,34,0.17486253,0.13514093,0.1231601,0.07179103,0.05454403
What dat? unhappy ,22,41,25,27,5,0.061378065,0.052899167,0.05045799,0.049638808,0.04092874
Pretty much only the Twitters and it doesn't really work out for me sad ,22,5,27,45,35,0.05891001,0.05483937,0.05251839,0.045274593,0.044144962
i want more orientation unhappy ,22,5,27,25,43,0.13333234,0.107384406,0.10495806,0.078524195,0.07221079
 have a blast okay. love you!,23,24,18,47,8,0.103729784,0.09396783,0.07614608,0.06899122,0.052356306
Hey screenshot sainyo  . Hmm tumagal sana us . Stay what uu are . Im always here fr uu no matter what  . Luv uu so mats ,23,60,18,24,47,0.12330377,0.10518738,0.100843236,0.08637918,0.04967802
Thank you roshhh  i miss you and everyone too.  love youuu more ,23,8,59,61,18,0.04654081,0.045751408,0.036721844,0.036192924,0.032737266
i love youu so much unhappy  thank you,23,61,8,18,59,0.10235073,0.08485349,0.079525076,0.055172212,0.05167851
Thank you roshhh  i miss you and everyone too.  love youuu more ,23,8,59,61,18,0.086187825,0.06600998,0.060994245,0.059825335,0.055165853
My boo))): ,23,24,47,4,61,0.24214542,0.1757496,0.1414473,0.08637629,0.059281107
cant speak japanese ::(,24,46,47,34,48,0.06975849,0.06651263,0.059259485,0.057124224,0.044043608
Shaandaar,24,47,61,57,4,0.080860384,0.0757262,0.06829543,0.053659286,0.0524484
 Zabardast,24,47,61,57,4,0.11079845,0.10055139,0.049001127,0.04613985,0.04227606
pamura isa because in this very moment,24,47,8,16,63,0.11391403,0.058522344,0.05482476,0.05400056,0.053901654
Cleantha ,24,47,61,57,4,0.0865199,0.07697027,0.07234774,0.06957839,0.06859014
I need Cue something that would make me smile....I'll be waiting...:( ,24,46,47,5,34,0.1250319,0.057920694,0.052503087,0.037445776,0.035802197
I am perfectly happy being single .. Until I see a happy couple :(KISSES TheFashionIcon,24,47,23,8,46,0.11403169,0.10191163,0.078686796,0.073630646,0.057382654
mannn,24,47,61,57,4,0.0859283,0.0667271,0.065177746,0.061205074,0.05693916
Claaaaaaaaaaaaasse ! ,24,58,57,55,47,0.07542483,0.06652535,0.06299306,0.060977016,0.058339767
Molly  1. I wish I could have her hair unhappy  2. Cutest Michael girl  milly on the phone 3. HAIIIIIIR  and your lips 4. Friend5. Yes6. -,24,47,4,8,46,0.17963682,0.09503942,0.08436509,0.030753642,0.028569946
koh,24,4,47,48,6,0.22519733,0.07891269,0.061392367,0.061268535,0.05936463
MUZ U MORE,24,47,8,59,61,0.05129403,0.04868653,0.042912565,0.04243133,0.041123204
 flavorful dream ,24,14,63,4,48,0.103216335,0.09991474,0.04592845,0.04567291,0.03799278
77 ? Old Leyland,24,48,47,11,4,0.16032292,0.112511754,0.09681574,0.078797854,0.07198203
Whaaattt ,24,47,61,57,4,0.1590315,0.0758968,0.0742772,0.06457314,0.0581737
Aseek ,24,47,61,57,4,0.12218669,0.070374005,0.05206211,0.051048808,0.04813774
Would really like it if the coandsole versioands and got the update to makr it like the Steam versioand. =(,24,47,46,34,33,0.14816456,0.12054918,0.12003862,0.09756677,0.08550387
 man. : ( ,24,47,46,27,42,0.05714432,0.05559147,0.054149523,0.048092343,0.04342093
 let alone for free!),24,11,30,63,48,0.12951523,0.122700684,0.10845452,0.086037025,0.07088996
 w,24,47,60,44,61,0.13697898,0.12915826,0.10006569,0.081893094,0.061243024
:^) hello ,24,47,48,16,30,0.19183038,0.13842912,0.086554356,0.07160707,0.06704382
,24,47,61,57,4,0.07842554,0.07700527,0.04547109,0.04421586,0.039971057
Bring back the ginger curls =(,24,46,29,34,43,0.057500403,0.050063226,0.04406106,0.040810216,0.038416635
:'(( well,24,47,46,16,34,0.11745937,0.0594085,0.055796355,0.053826507,0.046266783
 it froze a few times. Then went to 16.10,25,19,12,62,22,0.15452366,0.12895836,0.08982967,0.07673236,0.07413001
there are some rumors going around and videos of his performances on youtube have already been deleted.. ,25,32,55,19,22,0.06135103,0.047947917,0.04746784,0.044566326,0.03908539
Im just having one of those days where instant message like,25,22,19,1,12,0.05416408,0.044975974,0.04204472,0.0381915,0.03329364
This is so me though ,26,51,14,20,0,0.10521665,0.07331371,0.07036541,0.062137287,0.057931624
I'm a building a LLVM backend so,26,30,31,57,38,0.2193372,0.102332875,0.049233373,0.043300137,0.037620347
he could be whatever,26,9,15,54,50,0.09534886,0.09435578,0.05756522,0.0567513,0.050624028
trashing others and having a possee behind you boosts your ego,26,58,38,56,30,0.10605645,0.08839559,0.07430362,0.07372396,0.0706406
He's not beating the two favourites here anyway so I'll stop caring about this match,26,38,30,14,20,0.102643736,0.0947722,0.08042923,0.07296805,0.048881058
Oh well never liked Clay anyway unhappy ,26,22,5,27,30,0.06877612,0.06378715,0.06281705,0.05275522,0.04977642
don't like how jittery caffeine makes me sad ,27,34,22,5,43,0.048697628,0.04414644,0.041334286,0.040250886,0.038081974
Ouchhhhh unhappy  ,27,5,46,34,22,0.07512996,0.06941733,0.06599556,0.058385856,0.05698623
miss biking unhappy ,27,5,34,46,35,0.17139828,0.049468122,0.048799522,0.04718116,0.042796172
It's raining so hard unhappy ,27,22,5,45,43,0.12107143,0.059920814,0.050023776,0.04957291,0.04598785
Am bored and kandowiandg I have ando plaands for today is makiandg me eveand more bored unhappy ,27,43,22,34,35,0.08138211,0.0799234,0.07986517,0.055208933,0.052068587
can you say Hi Mekisha? unhappy ,27,5,22,43,55,0.057955943,0.0497879,0.048960008,0.04700087,0.041838404
So sad unhappy  ,27,5,34,45,35,0.2701402,0.045117594,0.043763213,0.03869935,0.0376107
Look like somethings i will ignore xD Kart Racing when? unhappy ,27,22,5,45,34,0.12133193,0.11286486,0.112157986,0.093311995,0.075028434
Yeesh unhappy  It's fairly warm here.,27,22,45,43,52,0.08642965,0.084777355,0.058834687,0.055506423,0.050266854
Oh mince unhappy ,27,22,5,34,45,0.13453516,0.096819274,0.06488622,0.047048695,0.040918034
Same unhappy ,27,5,22,35,46,0.12652119,0.08251753,0.0777836,0.06730677,0.05975472
Dude I just want more sleep unhappy ,27,5,14,43,45,0.17016554,0.14402361,0.06290048,0.048132468,0.040273376
Feel so fucking shit today unhappy ,27,5,45,43,34,0.22871299,0.17796704,0.1317281,0.10244788,0.07047859
still waiting unhappy ,27,22,5,35,45,0.14816456,0.12054918,0.12003862,0.09756677,0.08550387
i tried fixing my choristers dress hem that came undone by taping it with fabric tape but i put it on wrong and its even more ruined unhappy ,27,34,5,46,22,0.1499711,0.12037347,0.092899986,0.09014579,0.05936034
It's too nice outside to be stuck in school all day unhappy ,27,1,5,19,55,0.07960959,0.061506074,0.055591486,0.049140554,0.044889662
unhappy  sorry to hear this.....,27,5,34,46,22,0.10126201,0.07257413,0.05038679,0.045729533,0.044879094
why are your campervan tickets so expensive? unhappy ,27,34,5,55,43,0.13385321,0.07372801,0.042758215,0.036596168,0.036305435
same unhappy ,27,5,22,35,46,0.12340644,0.09319602,0.07847481,0.06289263,0.040585376
unhappy   feeling bored,27,22,5,35,43,0.11459231,0.081622735,0.07599135,0.04354557,0.042900875
I wish i could sleep early unhappy ,27,5,14,22,43,0.13794865,0.13116336,0.10420107,0.09656153,0.06481938
I just hope I start getting the 1GB data per day from tonight!! unhappy ,27,32,43,55,5,0.10197866,0.08531508,0.077165686,0.07052301,0.06329318
Yesterday felt like friday unhappy ,27,5,22,45,35,0.11472197,0.08361684,0.077220604,0.07439498,0.061347455
Beyond sad unhappy ,27,5,34,45,46,0.12098769,0.119180955,0.078559026,0.07715317,0.069815814
The road and traffic signs section of theory revision is such a myth unhappy ,27,45,55,29,32,0.08894196,0.074041374,0.04183321,0.04028492,0.039169133
When will you notice me? unhappy ,27,5,46,34,45,0.082310796,0.074008636,0.06856166,0.068456054,0.052336834
I love got7 but god i am bored unhappy ,27,5,22,35,45,0.21133704,0.15929686,0.0724645,0.065462306,0.06201932
i can't continue this right now because the lighting is shitty as f i swear sorry sad ,27,45,34,5,43,0.07512996,0.06941733,0.06599556,0.058385856,0.05698623
i want to be mutuals with you so bad unhappy ,27,5,45,46,35,0.12204021,0.108888924,0.09664502,0.07304929,0.059381694
 same unhappy ,27,5,22,35,46,0.09830379,0.08234486,0.07822261,0.0638131,0.06290601
back to coconut hair unhappy ,27,5,22,35,34,0.18290003,0.15106992,0.11553683,0.10917468,0.07041737
I feel so bad,27,5,39,45,43,0.13794865,0.13116336,0.10420107,0.09656153,0.06481938
hungry unhappy  but no time to buy food,27,5,34,22,35,0.10914574,0.07264243,0.066985585,0.05092684,0.050886463
Sad story unhappy  ,27,5,34,35,22,0.115672074,0.112994224,0.102007344,0.05247423,0.049391408
 narank 1 ako bcos of yoyou. can you please congratyoulate me even if its already late? unhappy  ,27,34,46,5,35,0.084451504,0.06924511,0.06267011,0.052740198,0.052613094
Offline  unhappy ,27,5,35,46,34,0.07658152,0.05773926,0.044683643,0.043651316,0.041891955
heeeeey notice me unhappy ,27,5,35,34,45,0.12868463,0.087258466,0.08393279,0.058249645,0.038483907
even me unhappy  *hugs*,27,5,34,46,35,0.127531,0.077991955,0.07293807,0.05663109,0.032955773
oh sad unhappy  goodluck!,27,5,34,43,45,0.07608452,0.07358003,0.06618884,0.0508635,0.050744396
Feeling bad unhappy  with 89 others,27,5,22,46,45,0.042439375,0.031103864,0.030950848,0.026508238,0.024561904
 so? sad,27,5,34,35,22,0.2167955,0.12400551,0.12152346,0.10446043,0.0825812
Super unhappy ,27,5,22,45,43,0.08033129,0.070391014,0.044288382,0.041250326,0.041100074
Still not possible! unhappy ,27,5,46,45,43,0.044662002,0.042467408,0.034698606,0.033947915,0.033884507
 but I'm a bit rusty now! unhappy  ,27,22,5,34,43,0.26305795,0.1050432,0.10376275,0.06752264,0.06294005
Me to self: don't buy that.Also me: but I'm a furry unhappy  ,27,5,22,34,25,0.07198074,0.0714295,0.06888042,0.05340824,0.052858733
 didn't even get an easter egg this year! unhappy  xx,27,5,34,55,32,0.04460601,0.043735195,0.03741795,0.034537632,0.032625124
 we seem to have sold our government some time ago. unhappy ,27,22,5,55,32,0.1253645,0.10880823,0.09266716,0.06283273,0.06074007
Very sad unhappy ,27,5,34,46,45,0.13366646,0.105428234,0.09487419,0.053995814,0.047111757
R.I.P cellphone unhappy ,27,46,34,55,35,0.07523786,0.07119126,0.06339315,0.0597035,0.042381715
philippines? unhappy  ,27,46,35,5,34,0.12595639,0.11952731,0.10297574,0.101673305,0.08242061
unhappy  friendzone. damn sad,27,34,35,5,46,0.057652768,0.054690693,0.053015724,0.037869535,0.03776325
 I was a mess. I went to bed feeling numb it was awful unhappy ,27,5,43,45,52,0.1183343,0.099586725,0.058308758,0.056287207,0.039227337
instant message getting sad unhappy ,27,5,34,22,45,0.2595979,0.05127147,0.040601335,0.04002558,0.03240875
True! Khilado kuch unhappy ,27,34,46,5,55,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
Post-show blues are hitting hard. unhappy ,27,5,34,22,43,0.106451854,0.085418664,0.081497975,0.07491025,0.0615298
good morning unhappy ,27,7,5,16,22,0.10050951,0.05583574,0.046070937,0.038320236,0.037213996
Wht sort of thing (can't use word person for it)can cause such suffering to ths sad ,27,34,5,46,45,0.10999459,0.09621828,0.08214877,0.05273168,0.04640364
 and winning giveaways etc unhappy ,27,22,34,5,32,0.06668224,0.054725353,0.05212088,0.04957332,0.044206627
Shameful,27,5,43,28,35,0.10031687,0.073540606,0.059065305,0.05675687,0.04726437
I need a car unhappy  but no car unhappy  poor me unhappy ,27,5,34,22,45,0.054955844,0.049794093,0.047944594,0.046111844,0.046081565
why is life so unfair? unhappy ,27,5,46,34,43,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
They are family.  It's awful when they go.  Sorry to hear. unhappy ,27,5,34,46,22,0.11307798,0.0942681,0.06318321,0.05493272,0.051308654
Why no available in the U.K.? unhappy ,27,5,34,22,55,0.29203394,0.20507918,0.06436609,0.04122618,0.03260219
penge damit unhappy ,27,34,35,46,43,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
i'm hungry unhappy ,27,5,22,43,52,0.067946345,0.066799335,0.06280465,0.057849754,0.05311671
Finals are next week unhappy  wish me luck x,27,43,45,42,29,0.077028826,0.07387806,0.07288575,0.06854378,0.059715018
follow mee plss unhappy  ,27,43,34,5,3,0.13979264,0.139543,0.12296682,0.06543,0.062923454
Cram reading unhappy ,27,43,45,52,46,0.24210726,0.055825192,0.03792672,0.03740916,0.03554559
my back hurts sad ,27,34,43,5,45,0.062267035,0.059525717,0.054433197,0.04978485,0.04371217
 but I'm a bit rusty now! unhappy  ,27,22,5,34,43,0.085523024,0.08452765,0.08268725,0.06626596,0.05530307
mager unhappy ,27,5,46,34,22,0.11191142,0.106116906,0.059480034,0.059234314,0.057662703
penge damit unhappy ,27,34,35,46,43,0.101711735,0.07602619,0.058688924,0.047603372,0.042155705
need moodbooster juseyo unhappy  ,27,34,5,46,43,0.13354069,0.08482007,0.058802035,0.058031823,0.056072526
getting up this morning was a hassle unhappy ,27,45,43,5,35,0.3134848,0.057623416,0.044413455,0.032598153,0.027741956
Haven't played FM in a long time. I really should. unhappy ,27,5,22,34,46,0.12603268,0.10047442,0.085716516,0.0505666,0.04863917
Louis_Tomlinson follow me please? unhappy ,27,61,5,24,47,0.07512996,0.06941733,0.06599556,0.058385856,0.05698623
 Hitches Ride For Final unhappy  ,27,32,55,5,34,0.08853263,0.06343137,0.06190734,0.05267573,0.046117194
Been streaminuteg for 45 minute not understanding a thing and still.. unhappy ,27,22,55,5,32,0.04049343,0.03981041,0.039030675,0.038187128,0.03728133
for some reason last.fm unlinks from spotify and i miss like a month of scrobbles before i notice unhappy ,27,34,22,5,55,0.0853251,0.07305558,0.06845076,0.06297144,0.060119495
CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? unhappy ,27,5,34,22,43,0.14673164,0.12480357,0.09603164,0.08828377,0.06828764
i havent been this early to school since last semester unhappy ,27,43,45,22,25,0.084839076,0.06574093,0.06278475,0.056383237,0.054729562
Work at 7 this morning unhappy ,27,5,43,22,45,0.13525854,0.13260877,0.05706709,0.05643664,0.050322652
damn ify ate unhappy ,27,5,34,46,35,0.07037351,0.05665203,0.05437978,0.046979107,0.04697362
Someone should bring me breakfast to work unhappy ,27,5,22,36,43,0.1884085,0.0973746,0.093928486,0.0886309,0.0625446
I'm so tired unhappy ,27,5,35,43,45,0.16341446,0.11043085,0.09332876,0.057373524,0.03207788
Bantay? unhappy ,27,5,46,22,34,0.10021839,0.07663343,0.068606384,0.061711628,0.050374895
Trying to get in touch with but their numbers appear to be down! unhappy ,27,55,5,32,22,0.09001891,0.08001732,0.055793624,0.044733774,0.034310665
it's $10 but also free postage. i wish the seller had yanan and yeo one too. unhappy ,27,32,5,22,34,0.053859945,0.050456416,0.046216197,0.042709813,0.039291162
 24-20 unhappy ,27,5,22,46,35,0.24210726,0.055825192,0.03792672,0.03740916,0.03554559
Sooooo feels like a Friday today unhappy ,27,5,22,34,43,0.15842775,0.08946904,0.07350136,0.0389138,0.02944665
good morning i had a nightmare and i'm still wondering why maddie hates me. this is only the beginning of the day unhappy ,27,5,46,43,34,0.14781739,0.10422242,0.06749442,0.05289167,0.051448803
I'm staying here in SA unhappy ,27,5,45,35,43,0.17213865,0.105659954,0.09779382,0.08801996,0.051944386
3. That's a lot cheaper and easier than make your own. My schematic needs special cables that doesn't come easy. unhappy ,27,22,55,5,32,0.080860384,0.0757262,0.06829543,0.053659286,0.0524484
Same. unhappy  I got a 12h stream coming up for my Bday in 8 hours. And I'm still not sleeping. ,27,43,55,32,34,0.1832308,0.13911878,0.11381693,0.08493078,0.06969127
Sorry I didn't make it to the book drive yesterday couldn't get outta work unhappy ,27,5,22,20,45,0.26606798,0.10823893,0.10674221,0.10566528,0.05477673
NOOOO in here is 6.45 ;_; I have classes at that time unhappy ,27,45,43,22,25,0.10346146,0.08795109,0.0855444,0.061543234,0.05442261
please answer request.  unhappy ,27,5,34,43,46,0.082310796,0.074008636,0.06856166,0.068456054,0.052336834
Why am I better at pen then pencil?dafaqcomonI just want to be a good drawer unhappy ,27,55,5,22,34,0.14781739,0.10422242,0.06749442,0.052891687,0.051448807
Crap. Hailie won't be there. She has a school game and won't make it to Middleburg in time unhappy ,27,34,5,22,43,0.090601705,0.07001296,0.058329478,0.05533683,0.052116275
My knee is similar colour to leny Henry's unhappy ,27,34,22,43,52,0.13366646,0.105428234,0.09487419,0.053995814,0.047111757
Okey unhappy ,27,5,46,33,34,0.097551696,0.084155865,0.059157867,0.053465143,0.05257051
I feel so awful today unhappy  I don't want to go to my internship,27,39,5,34,43,0.11172391,0.08947822,0.07869885,0.07183236,0.070246786
 sob. unhappy ,27,34,5,46,35,0.1354881,0.13084939,0.11062683,0.10998034,0.07504568
Baaaper unhappy  ,27,5,46,34,22,0.2185115,0.13699037,0.08360363,0.08011651,0.037784226
Lage unhappy ,27,46,5,34,35,0.12873912,0.052603886,0.047819685,0.041833103,0.039446417
unhappy  sure,27,5,22,45,46,0.087849796,0.0876913,0.06912847,0.06556858,0.063440874
Che no critiques. unhappy ,27,46,5,55,34,0.13107313,0.10932349,0.088923134,0.07591855,0.062372755
Feeling so shit today unhappy ,27,5,43,45,34,0.04195202,0.040891442,0.037723795,0.033088855,0.03074638
Miss the rain unhappy ,27,5,34,46,22,0.049061462,0.04687092,0.045028362,0.04404682,0.038715873
When i got doubts about my summer happiness. Why zcc? unhappy ,27,46,5,22,35,0.21703005,0.16639748,0.10297526,0.10236765,0.06794309
I wish I could say the gangs all here but Daniel's not in this picture. unhappy   Rantoul Twp High ,27,34,55,32,5,0.055536594,0.050535638,0.04805894,0.047632016,0.045992855
I'm sooooo sleepy unhappy ,27,14,5,35,43,0.10287002,0.0794062,0.07875991,0.07752942,0.07524858
Alright. Looks like back to chores behind the scenes. My page hits drop to 1K daily when I don't visit and post. unhappy ,27,34,32,22,19,0.10969962,0.09571666,0.07644028,0.05382912,0.04681803
those nights you're sad in real life and cant sleep unhappy ,27,5,22,35,34,0.09924094,0.08204566,0.070157446,0.054716654,0.054524984
Weare are u? unhappy  ,27,5,34,22,46,0.16314216,0.13126019,0.10608167,0.05773319,0.053198837
please read unhappy  ,27,5,21,34,46,0.12166932,0.072239056,0.071228795,0.06059693,0.058447406
Sorry. One bad egg has to embarrass the rest. unhappy ,27,5,22,34,43,0.10765318,0.09523037,0.087568276,0.051910397,0.04548362
get well really soon Jack unhappy ,27,5,34,45,35,0.13659494,0.12899823,0.12461788,0.057919536,0.055931944
IM HUNGRY unhappy ,27,5,22,43,52,0.07295777,0.06864714,0.057682026,0.045991592,0.039402854
U blackmailed me unhappy ,27,46,55,34,5,0.11743149,0.0676503,0.05998349,0.053255294,0.05117304
 instant message in a lot of pain and the school doesnt allow my to have my pain meds unhappy ,27,43,52,34,45,0.1694269,0.079765536,0.06613586,0.0549053,0.051972393
That was a FUN night! Sorry I missed last night unhappy  We really need to sync our calendars with and ,27,7,22,53,34,0.11172391,0.08947822,0.07869885,0.07183236,0.070246786
when will you notice me? unhappy  ,27,5,46,34,45,0.06779029,0.053505167,0.053023186,0.052511808,0.050505046
same unhappy  ,27,5,22,35,46,0.15076649,0.11296672,0.07910891,0.044101574,0.031159334
Same unhappy ,27,5,22,35,46,0.11172391,0.08947822,0.07869885,0.07183236,0.070246786
 hindi close friend? unhappy,27,5,46,35,22,0.103198156,0.089447334,0.08066222,0.0714192,0.05611167
Oh no unhappy  what are you like?!  Is it still in shops?,28,43,12,52,22,0.062292892,0.060944058,0.060386553,0.05727292,0.056065477
Speech-to-text doesnt understand my accent or Irish names unhappy ,28,22,25,20,27,0.15422025,0.14296938,0.1119991,0.077588595,0.06436115
One of my faves too unhappy  I'm tying to get it up on Vimeo so you guys can still watch it x,28,34,49,27,5,0.11155049,0.085216,0.06026109,0.037072584,0.03603545
 Nick? Might he deliver WHEN the time demands it. Story of his life - ,30,46,42,24,47,0.16032292,0.112511754,0.09681574,0.078797854,0.07198203
It's okay I've accepted you the way you are unhappy ,30,15,38,7,26,0.15104875,0.08276493,0.080144525,0.038527783,0.036851794
to  beautiful ladies and so full of fun and body confidence. .. then on the s ,30,57,50,31,44,0.12772095,0.056731656,0.049816433,0.034997035,0.03222395
Sorry piss off /3 unhappy ,30,38,32,62,55,0.1251324,0.11478777,0.10493424,0.103736684,0.055943828
 and have fun ,30,33,53,7,54,0.04930511,0.04716164,0.046553373,0.044058625,0.042704705
failed unhappy  .g hehe,30,53,16,49,20,0.11111136,0.10817049,0.10180781,0.050559174,0.04903462
 in fact. ,30,58,6,26,31,0.14642665,0.11245692,0.0922158,0.075531594,0.064198695
guys this is really serious and i hope you don%27t judge me unhappy ,30,46,20,22,5,0.059284333,0.053507432,0.0523261,0.048209414,0.043172546
Hi instant message your friend  friend lang,30,46,53,7,20,0.1220414,0.09929895,0.09086402,0.061317343,0.048253484
Going to CA in July,31,44,10,17,61,0.061999552,0.04333687,0.0379887,0.036522634,0.035118032
I'm job searching and got none so:(ButHedonism i got in abundance,31,30,34,46,33,0.23023322,0.19901781,0.070816986,0.05933507,0.0330951
Typed up all the medical  shorthand abbreviation we use for work,31,57,33,20,39,0.05311559,0.046090946,0.044988938,0.044483278,0.034203637
on the way,31,44,30,10,57,0.19058289,0.12549758,0.10005953,0.095362075,0.060274806
Ahhhhh! You recognized LOGAN!!! Cinemax shows have a BAD track record for getting cancelled unhappy ,32,55,33,40,22,0.085868716,0.06585162,0.06537025,0.064291365,0.062989585
Becoz if we will depend on your promoting its waste of hardwork to all team who ,32,55,58,22,37,0.3163307,0.24936496,0.028701305,0.02492145,0.022870425
Jamie can you please reset the CGa grandfinal server... no administrator are responding unhappy ,32,55,34,37,27,0.13475826,0.119009845,0.09003989,0.08175663,0.058700416
fuck. tried changing my settings but still in india. unhappy ,32,27,55,5,43,0.05558318,0.04877366,0.04131726,0.036708724,0.0362612
okay I'll shut up now. instant message just mad that lots of people will now have a VERY flawed opinion on mental health ( on mine) because of this show unhappy ,32,55,22,27,37,0.13744758,0.12872928,0.12504798,0.09042359,0.06479015
Ohnoo unhappy  unhappy  hope it recuperates sooner!!,32,55,34,27,43,0.046559047,0.040361136,0.04035455,0.03662058,0.03524981
give me a chance in west server unhappy ,32,55,27,5,34,0.12900685,0.09488422,0.07476211,0.050674666,0.043977764
your system does not recognize spaces in last names so for 2nd time unable to check in  forced to wait in unnecessary lines unhappy ,32,55,22,37,19,0.11269908,0.105663575,0.080056176,0.069394454,0.06660811
Canberra is a land-locked capital. unhappy  ,32,55,27,22,5,0.1572565,0.13848934,0.085743956,0.062209792,0.05837672
I just told them to bugger off and hung up! They waned access to my pc. If they phoned someone like my Gran ,32,55,37,58,19,0.11172391,0.08947822,0.07869885,0.07183236,0.070246786
what the fuck don%27t unhappy ,32,55,13,37,22,0.11348613,0.092107974,0.056554392,0.053203393,0.048898444
i cant deathmatch you piss off unhappy ,32,55,37,38,56,0.037878916,0.036261763,0.031187378,0.026373148,0.02576832
who would you call when you are roused in midnightreminds me of the time(s) they were roommates unhappy  unhappy  unhappy YOU SUCK,32,55,22,19,7,0.14429314,0.10222817,0.05728765,0.04051301,0.038150057
So right! Sir Rob loves to torture us unhappy ,32,55,46,34,27,0.048540372,0.041721098,0.041312333,0.037740204,0.03572052
 I always know when it come but have no fucking clue how it goes unhappy  ,32,37,1,22,55,0.14525206,0.1405475,0.122934006,0.08751119,0.05290262
You had loads of toys. All I had was a Sweep hand puppet AND the bastard lost its squeak! unhappy ,32,55,37,34,27,0.06981904,0.054666422,0.05187787,0.04917788,0.047477305
Being a parent is very challenging. If we cannot control ourselves we'll give the worst output to the children In other word,32,55,37,58,13,0.053075634,0.043397076,0.036354326,0.035512224,0.035121832
Golly gosh. This is simply dreadful What havoc must be wreaking subsurface? Black salve won't ,32,55,34,43,52,0.080114685,0.07031516,0.067559436,0.060324904,0.05533004
 shameful business :(Stop paying giant corporations for foods you just don't need.... wake up people plea ,32,55,37,38,58,0.07855699,0.07725374,0.07483054,0.07223609,0.05086388
Ailes sure knew how to make a great network!  Fox is going downhill wi ,32,55,34,19,27,0.11172391,0.08947822,0.07869885,0.07183236,0.070246786
 and the dame computer decides to crash unhappy  now I... ,32,55,19,37,43,0.08542345,0.07567498,0.07297356,0.05894071,0.051222302
That's shocking and evil unhappy ,32,5,55,27,22,0.074863054,0.045411553,0.040641718,0.037806887,0.036219805
arisun at town hall has pretty terrible service and rude staff. we only went there because ICG's fryer was broken unhappy ,32,55,37,19,1,0.11172391,0.08947822,0.07869885,0.07183236,0.070246786
 hyoug me longer than 10 secs. Hyoug me even when i don%27t want you to unhappy ,32,55,13,46,30,0.040713076,0.040363975,0.038043123,0.036123402,0.035252128
Someone messed up unhappy  Available**,32,55,37,20,1,0.14781739,0.10422242,0.06749442,0.05289167,0.051448803
You can have mine and I'll take the iPhone. I'm switching back when my contract is up... in a year and a half unhappy ,32,33,55,30,38,0.08429314,0.07224628,0.06657481,0.066206425,0.06488086
It seems they cost abut 40k a year? I'm paying half that for my full education and don't get treat ,32,55,19,1,22,0.11172391,0.08947822,0.07869885,0.07183236,0.070246786
No Celtics or Bruins today unhappy  At least Sale is pitching for the Sox,32,22,27,55,34,0.12372824,0.12024518,0.10472335,0.07487699,0.06971376
 Who hacked me unhappy ,32,55,37,22,41,0.075105526,0.06383191,0.05452905,0.049001027,0.04817456
Deep scratch ;_;All the paint is gone  you see the bare metal. So it needs to be fixed to avoid getting a rusting car soon unhappy ,32,55,22,27,62,0.21488528,0.14302103,0.13526227,0.07743749,0.06357332
 got to aksis 2nd part and have a CP for him but have never completed it since return on investment dropped laughing out loud unhappy ,32,55,22,37,19,0.10172103,0.055371255,0.039664056,0.028891703,0.027662821
No one is offering this poor old lady a seat unhappy ,32,55,34,27,5,0.14688672,0.11292339,0.09953131,0.08052012,0.07591107
how to be you piss off crying  3,32,34,33,55,37,0.11895286,0.107429616,0.107259646,0.08145113,0.06701656
 my views have gone done by about 100 monthly unhappy ,32,22,19,25,37,0.12775697,0.12624453,0.119724266,0.061414625,0.0584607
You know what really upsets me? When a stranger on the internet isn't satisfied with the entertainment I provide him for,32,55,37,5,27,0.09810784,0.08158529,0.079630956,0.074200846,0.06930962
 and I can't believe customer service just goes ,32,55,37,19,1,0.24063732,0.2278291,0.08663588,0.029281668,0.02744103
Wtf?! Where's the What is this boring show that's on?! When did this happen?? This is what happens when I close all week. unhappy ,32,55,37,43,27,0.073136955,0.06706128,0.061214816,0.054819677,0.053940568
Yeah did update to 16.04 ,33,6,40,17,19,0.06047064,0.052312084,0.04294977,0.041582976,0.0413554
Ah alright,33,6,38,9,15,0.11148466,0.0997239,0.08322925,0.080502704,0.07934573
Me too...I won't miss the HGVs going past our house though. It was a nice looking building - had initiall ,33,12,34,6,52,0.10387695,0.09988472,0.0968502,0.07548511,0.07055686
Looks awesome Annette,33,40,6,53,41,0.098808214,0.09377414,0.08026588,0.0775762,0.060599703
 having no mobile signal sucks unhappy  What's the full postcode for where this is happening? We're keen to help SI,33,32,55,27,34,0.11844616,0.09071651,0.055800874,0.054731924,0.04344422
